iteration,action,box,lower_bound,upper_bound,notes
97,split,"BoxN(min=Point(coords=(3.25, 2.6875, 2.125)), max=Point(coords=(3.8125, 3.25, 3.25)))",0.4480440308326043,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.6875, 2.125)), max=Point(coords=(3.8125, 3.25, 2.6875))) and BoxN(min=Point(coords=(3.25, 2.6875, 2.6875)), max=Point(coords=(3.8125, 3.25, 3.25)))"
98,split,"BoxN(min=Point(coords=(3.25, 2.6875, 2.6875)), max=Point(coords=(3.8125, 3.25, 3.25)))",0.4480440308326043,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.6875, 2.6875)), max=Point(coords=(3.53125, 3.25, 3.25))) and BoxN(min=Point(coords=(3.53125, 2.6875, 2.6875)), max=Point(coords=(3.8125, 3.25, 3.25)))"
99,prune,"BoxN(min=Point(coords=(3.53125, 2.6875, 2.6875)), max=Point(coords=(3.8125, 3.25, 3.25)))",0.4480440308326043,0.525302882627382,box cannot improve lower bound (improved_model)
100,split,"BoxN(min=Point(coords=(3.25, 2.6875, 2.6875)), max=Point(coords=(3.53125, 3.25, 3.25)))",0.4480440308326043,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.6875, 2.6875)), max=Point(coords=(3.53125, 2.96875, 3.25))) and BoxN(min=Point(coords=(3.25, 2.96875, 2.6875)), max=Point(coords=(3.53125, 3.25, 3.25)))"
101,minimize_feasible,"BoxN(min=Point(coords=(3.25, 2.96875, 2.6875)), max=Point(coords=(3.53125, 3.25, 3.25)))",0.4431104747218857,0.525302882627382,"box is fully feasible, new lower bound: 0.4431104747218857"
102,split,"BoxN(min=Point(coords=(3.25, 2.6875, 2.6875)), max=Point(coords=(3.53125, 2.96875, 3.25)))",0.4431104747218857,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.6875, 2.6875)), max=Point(coords=(3.53125, 2.96875, 2.96875))) and BoxN(min=Point(coords=(3.25, 2.6875, 2.96875)), max=Point(coords=(3.53125, 2.96875, 3.25)))"
104,split,"BoxN(min=Point(coords=(3.25, 2.6875, 2.6875)), max=Point(coords=(3.53125, 2.96875, 2.96875)))",0.4431104747218857,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.6875, 2.6875)), max=Point(coords=(3.390625, 2.96875, 2.96875))) and BoxN(min=Point(coords=(3.390625, 2.6875, 2.6875)), max=Point(coords=(3.53125, 2.96875, 2.96875)))"
105,minimize_feasible,"BoxN(min=Point(coords=(3.390625, 2.6875, 2.6875)), max=Point(coords=(3.53125, 2.96875, 2.96875)))",0.43984866879358536,0.525302882627382,"box is fully feasible, new lower bound: 0.43984866879358536"
106,split,"BoxN(min=Point(coords=(3.25, 2.6875, 2.6875)), max=Point(coords=(3.390625, 2.96875, 2.96875)))",0.43984866879358536,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.6875, 2.6875)), max=Point(coords=(3.390625, 2.828125, 2.96875))) and BoxN(min=Point(coords=(3.25, 2.828125, 2.6875)), max=Point(coords=(3.390625, 2.96875, 2.96875)))"
107,minimize_feasible,"BoxN(min=Point(coords=(3.25, 2.828125, 2.6875)), max=Point(coords=(3.390625, 2.96875, 2.96875)))",0.4364116694599892,0.525302882627382,"box is fully feasible, new lower bound: 0.4364116694599892"
108,split,"BoxN(min=Point(coords=(3.25, 2.6875, 2.6875)), max=Point(coords=(3.390625, 2.828125, 2.96875)))",0.4364116694599892,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.6875, 2.6875)), max=Point(coords=(3.390625, 2.828125, 2.828125))) and BoxN(min=Point(coords=(3.25, 2.6875, 2.828125)), max=Point(coords=(3.390625, 2.828125, 2.96875)))"
110,split,"BoxN(min=Point(coords=(3.25, 2.6875, 2.6875)), max=Point(coords=(3.390625, 2.828125, 2.828125)))",0.4364116694599892,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.6875, 2.6875)), max=Point(coords=(3.3203125, 2.828125, 2.828125))) and BoxN(min=Point(coords=(3.3203125, 2.6875, 2.6875)), max=Point(coords=(3.390625, 2.828125, 2.828125)))"
111,minimize_feasible,"BoxN(min=Point(coords=(3.3203125, 2.6875, 2.6875)), max=Point(coords=(3.390625, 2.828125, 2.828125)))",0.4349923435826282,0.525302882627382,"box is fully feasible, new lower bound: 0.4349923435826282"
112,split,"BoxN(min=Point(coords=(3.25, 2.6875, 2.6875)), max=Point(coords=(3.3203125, 2.828125, 2.828125)))",0.4349923435826282,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.6875, 2.6875)), max=Point(coords=(3.3203125, 2.7578125, 2.828125))) and BoxN(min=Point(coords=(3.25, 2.7578125, 2.6875)), max=Point(coords=(3.3203125, 2.828125, 2.828125)))"
113,minimize_feasible,"BoxN(min=Point(coords=(3.25, 2.7578125, 2.6875)), max=Point(coords=(3.3203125, 2.828125, 2.828125)))",0.4332321316535297,0.525302882627382,"box is fully feasible, new lower bound: 0.4332321316535297"
114,split,"BoxN(min=Point(coords=(3.25, 2.6875, 2.6875)), max=Point(coords=(3.3203125, 2.7578125, 2.828125)))",0.4332321316535297,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.6875, 2.6875)), max=Point(coords=(3.3203125, 2.7578125, 2.7578125))) and BoxN(min=Point(coords=(3.25, 2.6875, 2.7578125)), max=Point(coords=(3.3203125, 2.7578125, 2.828125)))"
115,prune,"BoxN(min=Point(coords=(3.25, 2.6875, 2.7578125)), max=Point(coords=(3.3203125, 2.7578125, 2.828125)))",0.4332321316535297,0.525302882627382,box is small enough (max side: 0.0703125)
116,prune,"BoxN(min=Point(coords=(3.25, 2.6875, 2.6875)), max=Point(coords=(3.3203125, 2.7578125, 2.7578125)))",0.4332321316535297,0.525302882627382,box is small enough (max side: 0.0703125)
117,split,"BoxN(min=Point(coords=(3.25, 2.6875, 2.125)), max=Point(coords=(3.8125, 3.25, 2.6875)))",0.4332321316535297,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.6875, 2.125)), max=Point(coords=(3.53125, 3.25, 2.6875))) and BoxN(min=Point(coords=(3.53125, 2.6875, 2.125)), max=Point(coords=(3.8125, 3.25, 2.6875)))"
118,prune,"BoxN(min=Point(coords=(3.53125, 2.6875, 2.125)), max=Point(coords=(3.8125, 3.25, 2.6875)))",0.4332321316535297,0.525302882627382,box cannot improve lower bound (improved_model)
119,split,"BoxN(min=Point(coords=(3.25, 2.6875, 2.125)), max=Point(coords=(3.53125, 3.25, 2.6875)))",0.4332321316535297,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.6875, 2.125)), max=Point(coords=(3.53125, 2.96875, 2.6875))) and BoxN(min=Point(coords=(3.25, 2.96875, 2.125)), max=Point(coords=(3.53125, 3.25, 2.6875)))"
120,prune,"BoxN(min=Point(coords=(3.25, 2.96875, 2.125)), max=Point(coords=(3.53125, 3.25, 2.6875)))",0.4332321316535297,0.525302882627382,box cannot improve lower bound (improved_model)
121,split,"BoxN(min=Point(coords=(3.25, 2.6875, 2.125)), max=Point(coords=(3.53125, 2.96875, 2.6875)))",0.4332321316535297,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.6875, 2.125)), max=Point(coords=(3.53125, 2.96875, 2.40625))) and BoxN(min=Point(coords=(3.25, 2.6875, 2.40625)), max=Point(coords=(3.53125, 2.96875, 2.6875)))"
122,split,"BoxN(min=Point(coords=(3.25, 2.6875, 2.40625)), max=Point(coords=(3.53125, 2.96875, 2.6875)))",0.4332321316535297,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.6875, 2.40625)), max=Point(coords=(3.390625, 2.96875, 2.6875))) and BoxN(min=Point(coords=(3.390625, 2.6875, 2.40625)), max=Point(coords=(3.53125, 2.96875, 2.6875)))"
123,prune,"BoxN(min=Point(coords=(3.390625, 2.6875, 2.40625)), max=Point(coords=(3.53125, 2.96875, 2.6875)))",0.4332321316535297,0.525302882627382,box cannot improve lower bound (improved_model)
124,split,"BoxN(min=Point(coords=(3.25, 2.6875, 2.40625)), max=Point(coords=(3.390625, 2.96875, 2.6875)))",0.4332321316535297,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.6875, 2.40625)), max=Point(coords=(3.390625, 2.828125, 2.6875))) and BoxN(min=Point(coords=(3.25, 2.828125, 2.40625)), max=Point(coords=(3.390625, 2.96875, 2.6875)))"
125,split,"BoxN(min=Point(coords=(3.25, 2.828125, 2.40625)), max=Point(coords=(3.390625, 2.96875, 2.6875)))",0.4332321316535297,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.828125, 2.40625)), max=Point(coords=(3.390625, 2.96875, 2.546875))) and BoxN(min=Point(coords=(3.25, 2.828125, 2.546875)), max=Point(coords=(3.390625, 2.96875, 2.6875)))"
126,split,"BoxN(min=Point(coords=(3.25, 2.828125, 2.546875)), max=Point(coords=(3.390625, 2.96875, 2.6875)))",0.4332321316535297,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.828125, 2.546875)), max=Point(coords=(3.3203125, 2.96875, 2.6875))) and BoxN(min=Point(coords=(3.3203125, 2.828125, 2.546875)), max=Point(coords=(3.390625, 2.96875, 2.6875)))"
127,prune,"BoxN(min=Point(coords=(3.3203125, 2.828125, 2.546875)), max=Point(coords=(3.390625, 2.96875, 2.6875)))",0.4332321316535297,0.525302882627382,box cannot improve lower bound (improved_model)
128,split,"BoxN(min=Point(coords=(3.25, 2.828125, 2.546875)), max=Point(coords=(3.3203125, 2.96875, 2.6875)))",0.4332321316535297,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.828125, 2.546875)), max=Point(coords=(3.3203125, 2.8984375, 2.6875))) and BoxN(min=Point(coords=(3.25, 2.8984375, 2.546875)), max=Point(coords=(3.3203125, 2.96875, 2.6875)))"
129,prune,"BoxN(min=Point(coords=(3.25, 2.8984375, 2.546875)), max=Point(coords=(3.3203125, 2.96875, 2.6875)))",0.4332321316535297,0.525302882627382,box cannot improve lower bound (improved_model)
130,split,"BoxN(min=Point(coords=(3.25, 2.828125, 2.546875)), max=Point(coords=(3.3203125, 2.8984375, 2.6875)))",0.4332321316535297,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.828125, 2.546875)), max=Point(coords=(3.3203125, 2.8984375, 2.6171875))) and BoxN(min=Point(coords=(3.25, 2.828125, 2.6171875)), max=Point(coords=(3.3203125, 2.8984375, 2.6875)))"
131,prune,"BoxN(min=Point(coords=(3.25, 2.828125, 2.6171875)), max=Point(coords=(3.3203125, 2.8984375, 2.6875)))",0.4332321316535297,0.525302882627382,box cannot improve lower bound (improved_model)
132,prune,"BoxN(min=Point(coords=(3.25, 2.828125, 2.546875)), max=Point(coords=(3.3203125, 2.8984375, 2.6171875)))",0.4332321316535297,0.525302882627382,box is small enough (max side: 0.0703125)
133,split,"BoxN(min=Point(coords=(3.25, 2.828125, 2.40625)), max=Point(coords=(3.390625, 2.96875, 2.546875)))",0.4332321316535297,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.828125, 2.40625)), max=Point(coords=(3.3203125, 2.96875, 2.546875))) and BoxN(min=Point(coords=(3.3203125, 2.828125, 2.40625)), max=Point(coords=(3.390625, 2.96875, 2.546875)))"
134,prune,"BoxN(min=Point(coords=(3.3203125, 2.828125, 2.40625)), max=Point(coords=(3.390625, 2.96875, 2.546875)))",0.4332321316535297,0.525302882627382,box cannot improve lower bound (improved_model)
135,split,"BoxN(min=Point(coords=(3.25, 2.828125, 2.40625)), max=Point(coords=(3.3203125, 2.96875, 2.546875)))",0.4332321316535297,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.828125, 2.40625)), max=Point(coords=(3.3203125, 2.8984375, 2.546875))) and BoxN(min=Point(coords=(3.25, 2.8984375, 2.40625)), max=Point(coords=(3.3203125, 2.96875, 2.546875)))"
136,split,"BoxN(min=Point(coords=(3.25, 2.8984375, 2.40625)), max=Point(coords=(3.3203125, 2.96875, 2.546875)))",0.4332321316535297,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.8984375, 2.40625)), max=Point(coords=(3.3203125, 2.96875, 2.4765625))) and BoxN(min=Point(coords=(3.25, 2.8984375, 2.4765625)), max=Point(coords=(3.3203125, 2.96875, 2.546875)))"
137,prune,"BoxN(min=Point(coords=(3.25, 2.8984375, 2.4765625)), max=Point(coords=(3.3203125, 2.96875, 2.546875)))",0.4332321316535297,0.525302882627382,box is small enough (max side: 0.0703125)
138,prune,"BoxN(min=Point(coords=(3.25, 2.8984375, 2.40625)), max=Point(coords=(3.3203125, 2.96875, 2.4765625)))",0.4332321316535297,0.525302882627382,box cannot improve lower bound (improved_model)
139,split,"BoxN(min=Point(coords=(3.25, 2.828125, 2.40625)), max=Point(coords=(3.3203125, 2.8984375, 2.546875)))",0.4332321316535297,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.828125, 2.40625)), max=Point(coords=(3.3203125, 2.8984375, 2.4765625))) and BoxN(min=Point(coords=(3.25, 2.828125, 2.4765625)), max=Point(coords=(3.3203125, 2.8984375, 2.546875)))"
140,prune,"BoxN(min=Point(coords=(3.25, 2.828125, 2.4765625)), max=Point(coords=(3.3203125, 2.8984375, 2.546875)))",0.4332321316535297,0.525302882627382,box is small enough (max side: 0.0703125)
141,prune,"BoxN(min=Point(coords=(3.25, 2.828125, 2.40625)), max=Point(coords=(3.3203125, 2.8984375, 2.4765625)))",0.4332321316535297,0.525302882627382,box cannot improve lower bound (improved_model)
142,update_lower_bound,"BoxN(min=Point(coords=(3.25, 2.6875, 2.40625)), max=Point(coords=(3.390625, 2.828125, 2.6875)))",0.43256250691276,0.525302882627382,new lower bound: 0.43256250691276
142,split,"BoxN(min=Point(coords=(3.25, 2.6875, 2.40625)), max=Point(coords=(3.390625, 2.828125, 2.6875)))",0.43256250691276,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.6875, 2.40625)), max=Point(coords=(3.390625, 2.828125, 2.546875))) and BoxN(min=Point(coords=(3.25, 2.6875, 2.546875)), max=Point(coords=(3.390625, 2.828125, 2.6875)))"
143,split,"BoxN(min=Point(coords=(3.25, 2.6875, 2.546875)), max=Point(coords=(3.390625, 2.828125, 2.6875)))",0.43256250691276,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.6875, 2.546875)), max=Point(coords=(3.3203125, 2.828125, 2.6875))) and BoxN(min=Point(coords=(3.3203125, 2.6875, 2.546875)), max=Point(coords=(3.390625, 2.828125, 2.6875)))"
144,prune,"BoxN(min=Point(coords=(3.3203125, 2.6875, 2.546875)), max=Point(coords=(3.390625, 2.828125, 2.6875)))",0.43256250691276,0.525302882627382,box cannot improve lower bound (improved_model)
145,update_lower_bound,"BoxN(min=Point(coords=(3.25, 2.6875, 2.546875)), max=Point(coords=(3.3203125, 2.828125, 2.6875)))",0.43240956703389366,0.525302882627382,new lower bound: 0.43240956703389366
145,split,"BoxN(min=Point(coords=(3.25, 2.6875, 2.546875)), max=Point(coords=(3.3203125, 2.828125, 2.6875)))",0.43240956703389366,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.6875, 2.546875)), max=Point(coords=(3.3203125, 2.7578125, 2.6875))) and BoxN(min=Point(coords=(3.25, 2.7578125, 2.546875)), max=Point(coords=(3.3203125, 2.828125, 2.6875)))"
146,split,"BoxN(min=Point(coords=(3.25, 2.7578125, 2.546875)), max=Point(coords=(3.3203125, 2.828125, 2.6875)))",0.43240956703389366,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.7578125, 2.546875)), max=Point(coords=(3.3203125, 2.828125, 2.6171875))) and BoxN(min=Point(coords=(3.25, 2.7578125, 2.6171875)), max=Point(coords=(3.3203125, 2.828125, 2.6875)))"
147,prune,"BoxN(min=Point(coords=(3.25, 2.7578125, 2.6171875)), max=Point(coords=(3.3203125, 2.828125, 2.6875)))",0.43240956703389366,0.525302882627382,box is small enough (max side: 0.0703125)
148,prune,"BoxN(min=Point(coords=(3.25, 2.7578125, 2.546875)), max=Point(coords=(3.3203125, 2.828125, 2.6171875)))",0.43240956703389366,0.525302882627382,box is small enough (max side: 0.0703125)
149,split,"BoxN(min=Point(coords=(3.25, 2.6875, 2.546875)), max=Point(coords=(3.3203125, 2.7578125, 2.6875)))",0.43240956703389366,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.6875, 2.546875)), max=Point(coords=(3.3203125, 2.7578125, 2.6171875))) and BoxN(min=Point(coords=(3.25, 2.6875, 2.6171875)), max=Point(coords=(3.3203125, 2.7578125, 2.6875)))"
150,update_lower_bound,"BoxN(min=Point(coords=(3.25, 2.6875, 2.6171875)), max=Point(coords=(3.3203125, 2.7578125, 2.6875)))",0.43193005174825144,0.525302882627382,new lower bound: 0.43193005174825144
150,prune,"BoxN(min=Point(coords=(3.25, 2.6875, 2.6171875)), max=Point(coords=(3.3203125, 2.7578125, 2.6875)))",0.43193005174825144,0.525302882627382,box is small enough (max side: 0.0703125)
151,prune,"BoxN(min=Point(coords=(3.25, 2.6875, 2.546875)), max=Point(coords=(3.3203125, 2.7578125, 2.6171875)))",0.43193005174825144,0.525302882627382,box is small enough (max side: 0.0703125)
152,prune,"BoxN(min=Point(coords=(3.25, 2.6875, 2.40625)), max=Point(coords=(3.390625, 2.828125, 2.546875)))",0.43193005174825144,0.525302882627382,box cannot improve lower bound (improved_model)
153,prune,"BoxN(min=Point(coords=(3.25, 2.6875, 2.125)), max=Point(coords=(3.53125, 2.96875, 2.40625)))",0.43193005174825144,0.525302882627382,box cannot improve lower bound (improved_model)
154,update_lower_bound,"BoxN(min=Point(coords=(3.25, 2.125, 2.125)), max=Point(coords=(3.8125, 2.6875, 3.25)))",0.4315797282393621,0.525302882627382,new lower bound: 0.4315797282393621
154,split,"BoxN(min=Point(coords=(3.25, 2.125, 2.125)), max=Point(coords=(3.8125, 2.6875, 3.25)))",0.4315797282393621,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.125, 2.125)), max=Point(coords=(3.8125, 2.6875, 2.6875))) and BoxN(min=Point(coords=(3.25, 2.125, 2.6875)), max=Point(coords=(3.8125, 2.6875, 3.25)))"
155,split,"BoxN(min=Point(coords=(3.25, 2.125, 2.6875)), max=Point(coords=(3.8125, 2.6875, 3.25)))",0.4315797282393621,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.125, 2.6875)), max=Point(coords=(3.53125, 2.6875, 3.25))) and BoxN(min=Point(coords=(3.53125, 2.125, 2.6875)), max=Point(coords=(3.8125, 2.6875, 3.25)))"
156,prune,"BoxN(min=Point(coords=(3.53125, 2.125, 2.6875)), max=Point(coords=(3.8125, 2.6875, 3.25)))",0.4315797282393621,0.525302882627382,box cannot improve lower bound (improved_model)
157,split,"BoxN(min=Point(coords=(3.25, 2.125, 2.6875)), max=Point(coords=(3.53125, 2.6875, 3.25)))",0.4315797282393621,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.125, 2.6875)), max=Point(coords=(3.53125, 2.40625, 3.25))) and BoxN(min=Point(coords=(3.25, 2.40625, 2.6875)), max=Point(coords=(3.53125, 2.6875, 3.25)))"
158,update_lower_bound,"BoxN(min=Point(coords=(3.25, 2.40625, 2.6875)), max=Point(coords=(3.53125, 2.6875, 3.25)))",0.43136736935460956,0.525302882627382,new lower bound: 0.43136736935460956
158,split,"BoxN(min=Point(coords=(3.25, 2.40625, 2.6875)), max=Point(coords=(3.53125, 2.6875, 3.25)))",0.43136736935460956,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.40625, 2.6875)), max=Point(coords=(3.53125, 2.6875, 2.96875))) and BoxN(min=Point(coords=(3.25, 2.40625, 2.96875)), max=Point(coords=(3.53125, 2.6875, 3.25)))"
159,prune,"BoxN(min=Point(coords=(3.25, 2.40625, 2.96875)), max=Point(coords=(3.53125, 2.6875, 3.25)))",0.43136736935460956,0.525302882627382,box cannot improve lower bound (improved_model)
160,split,"BoxN(min=Point(coords=(3.25, 2.40625, 2.6875)), max=Point(coords=(3.53125, 2.6875, 2.96875)))",0.43136736935460956,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.40625, 2.6875)), max=Point(coords=(3.390625, 2.6875, 2.96875))) and BoxN(min=Point(coords=(3.390625, 2.40625, 2.6875)), max=Point(coords=(3.53125, 2.6875, 2.96875)))"
161,prune,"BoxN(min=Point(coords=(3.390625, 2.40625, 2.6875)), max=Point(coords=(3.53125, 2.6875, 2.96875)))",0.43136736935460956,0.525302882627382,box cannot improve lower bound (improved_model)
162,split,"BoxN(min=Point(coords=(3.25, 2.40625, 2.6875)), max=Point(coords=(3.390625, 2.6875, 2.96875)))",0.43136736935460956,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.40625, 2.6875)), max=Point(coords=(3.390625, 2.546875, 2.96875))) and BoxN(min=Point(coords=(3.25, 2.546875, 2.6875)), max=Point(coords=(3.390625, 2.6875, 2.96875)))"
163,split,"BoxN(min=Point(coords=(3.25, 2.546875, 2.6875)), max=Point(coords=(3.390625, 2.6875, 2.96875)))",0.43136736935460956,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.546875, 2.6875)), max=Point(coords=(3.390625, 2.6875, 2.828125))) and BoxN(min=Point(coords=(3.25, 2.546875, 2.828125)), max=Point(coords=(3.390625, 2.6875, 2.96875)))"
164,prune,"BoxN(min=Point(coords=(3.25, 2.546875, 2.828125)), max=Point(coords=(3.390625, 2.6875, 2.96875)))",0.43136736935460956,0.525302882627382,box cannot improve lower bound (improved_model)
165,split,"BoxN(min=Point(coords=(3.25, 2.546875, 2.6875)), max=Point(coords=(3.390625, 2.6875, 2.828125)))",0.43136736935460956,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.546875, 2.6875)), max=Point(coords=(3.3203125, 2.6875, 2.828125))) and BoxN(min=Point(coords=(3.3203125, 2.546875, 2.6875)), max=Point(coords=(3.390625, 2.6875, 2.828125)))"
166,prune,"BoxN(min=Point(coords=(3.3203125, 2.546875, 2.6875)), max=Point(coords=(3.390625, 2.6875, 2.828125)))",0.43136736935460956,0.525302882627382,box cannot improve lower bound (improved_model)
167,split,"BoxN(min=Point(coords=(3.25, 2.546875, 2.6875)), max=Point(coords=(3.3203125, 2.6875, 2.828125)))",0.43136736935460956,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.546875, 2.6875)), max=Point(coords=(3.3203125, 2.6171875, 2.828125))) and BoxN(min=Point(coords=(3.25, 2.6171875, 2.6875)), max=Point(coords=(3.3203125, 2.6875, 2.828125)))"
168,split,"BoxN(min=Point(coords=(3.25, 2.6171875, 2.6875)), max=Point(coords=(3.3203125, 2.6875, 2.828125)))",0.43136736935460956,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.6171875, 2.6875)), max=Point(coords=(3.3203125, 2.6875, 2.7578125))) and BoxN(min=Point(coords=(3.25, 2.6171875, 2.7578125)), max=Point(coords=(3.3203125, 2.6875, 2.828125)))"
169,prune,"BoxN(min=Point(coords=(3.25, 2.6171875, 2.7578125)), max=Point(coords=(3.3203125, 2.6875, 2.828125)))",0.43136736935460956,0.525302882627382,box is small enough (max side: 0.0703125)
170,prune,"BoxN(min=Point(coords=(3.25, 2.6171875, 2.6875)), max=Point(coords=(3.3203125, 2.6875, 2.7578125)))",0.43136736935460956,0.525302882627382,box is small enough (max side: 0.0703125)
171,split,"BoxN(min=Point(coords=(3.25, 2.546875, 2.6875)), max=Point(coords=(3.3203125, 2.6171875, 2.828125)))",0.43136736935460956,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.546875, 2.6875)), max=Point(coords=(3.3203125, 2.6171875, 2.7578125))) and BoxN(min=Point(coords=(3.25, 2.546875, 2.7578125)), max=Point(coords=(3.3203125, 2.6171875, 2.828125)))"
172,prune,"BoxN(min=Point(coords=(3.25, 2.546875, 2.7578125)), max=Point(coords=(3.3203125, 2.6171875, 2.828125)))",0.43136736935460956,0.525302882627382,box is small enough (max side: 0.0703125)
173,prune,"BoxN(min=Point(coords=(3.25, 2.546875, 2.6875)), max=Point(coords=(3.3203125, 2.6171875, 2.7578125)))",0.43136736935460956,0.525302882627382,box is small enough (max side: 0.0703125)
174,prune,"BoxN(min=Point(coords=(3.25, 2.40625, 2.6875)), max=Point(coords=(3.390625, 2.546875, 2.96875)))",0.43136736935460956,0.525302882627382,box cannot improve lower bound (improved_model)
175,prune,"BoxN(min=Point(coords=(3.25, 2.125, 2.6875)), max=Point(coords=(3.53125, 2.40625, 3.25)))",0.43136736935460956,0.525302882627382,box cannot improve lower bound (improved_model)
176,split,"BoxN(min=Point(coords=(3.25, 2.125, 2.125)), max=Point(coords=(3.8125, 2.6875, 2.6875)))",0.43136736935460956,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.125, 2.125)), max=Point(coords=(3.53125, 2.6875, 2.6875))) and BoxN(min=Point(coords=(3.53125, 2.125, 2.125)), max=Point(coords=(3.8125, 2.6875, 2.6875)))"
177,prune,"BoxN(min=Point(coords=(3.53125, 2.125, 2.125)), max=Point(coords=(3.8125, 2.6875, 2.6875)))",0.43136736935460956,0.525302882627382,box cannot improve lower bound (improved_model)
178,split,"BoxN(min=Point(coords=(3.25, 2.125, 2.125)), max=Point(coords=(3.53125, 2.6875, 2.6875)))",0.43136736935460956,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.125, 2.125)), max=Point(coords=(3.53125, 2.40625, 2.6875))) and BoxN(min=Point(coords=(3.25, 2.40625, 2.125)), max=Point(coords=(3.53125, 2.6875, 2.6875)))"
179,split,"BoxN(min=Point(coords=(3.25, 2.40625, 2.125)), max=Point(coords=(3.53125, 2.6875, 2.6875)))",0.43136736935460956,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.40625, 2.125)), max=Point(coords=(3.53125, 2.6875, 2.40625))) and BoxN(min=Point(coords=(3.25, 2.40625, 2.40625)), max=Point(coords=(3.53125, 2.6875, 2.6875)))"
180,split,"BoxN(min=Point(coords=(3.25, 2.40625, 2.40625)), max=Point(coords=(3.53125, 2.6875, 2.6875)))",0.43136736935460956,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.40625, 2.40625)), max=Point(coords=(3.390625, 2.6875, 2.6875))) and BoxN(min=Point(coords=(3.390625, 2.40625, 2.40625)), max=Point(coords=(3.53125, 2.6875, 2.6875)))"
181,prune,"BoxN(min=Point(coords=(3.390625, 2.40625, 2.40625)), max=Point(coords=(3.53125, 2.6875, 2.6875)))",0.43136736935460956,0.525302882627382,box cannot improve lower bound (improved_model)
182,split,"BoxN(min=Point(coords=(3.25, 2.40625, 2.40625)), max=Point(coords=(3.390625, 2.6875, 2.6875)))",0.43136736935460956,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.40625, 2.40625)), max=Point(coords=(3.390625, 2.546875, 2.6875))) and BoxN(min=Point(coords=(3.25, 2.546875, 2.40625)), max=Point(coords=(3.390625, 2.6875, 2.6875)))"
183,split,"BoxN(min=Point(coords=(3.25, 2.546875, 2.40625)), max=Point(coords=(3.390625, 2.6875, 2.6875)))",0.43136736935460956,0.525302882627382,"split into BoxN(min=Point(coords=(3.25, 2.546875, 2.40625)), max=Point(coords=(3.390625, 2.6875, 2.546875))) and BoxN(min=Point(coords=(3.25, 2.546875, 2.546875)), max=Point(coords=(3.390625, 2.6875, 2.6875)))"
